lemma_slp1	n_ambiguous_forms	sample
BUridA	1	vidyut:BUridA~BUrida(noun,1)
BUridakziRa	1	vidyut:BUridakziRam~BUridakziRam(ind,1)
BUta	6	dcs:BUtAnAM~BU(VERB,3);dcs:BUtAnAm~BU(VERB,16);dcs:BUtAni~BU(VERB,67);dcs:BUta~BU(VERB,281);dcs:BUteByaH~BU(VERB,3)
BUtaBAvana	2	dcs:BUtaBAvana~BUtaBAvana(ADJ,1);dcs:BUtaBAvanaH~BUtaBAvana(ADJ,2)
BUtaDarA	1	vidyut:BUtaDarA~BUtaDara(noun,1)
BUtamAtrA	1	vidyut:BUtamAtra~BUtamAtra(noun,2)
BUyas	6	dcs:BUyAn~BU(VERB,19);dcs:BUya~BUyas(ADJ,58);dcs:BUyaH~BUyas(ADJ,98);dcs:BUyaS~BUyas(ADJ,4);dcs:BUyas~BUyas(ADJ,33)
BUyastaram	1	dcs:BUyastaram~BUyastara(ADJ,1)
BUzaRa	2	dcs:BUzaRaH~BUzaRa(ADJ,2);dcs:BUzaRam~BUzaRa(ADJ,2)
Ba	1	dcs:Bam~BA(NOUN,3)
BaNga	1	dcs:BaNgam~BaNga(ADJ,1)
BaNgin	1	dcs:BaNgi~BaNgi(NOUN,1)
BaYj	8	dcs:BagnA~Bagna(NOUN,1);dcs:Bagna~Bagna(NOUN,29);dcs:BagnaM~Bagna(NOUN,10);dcs:Bagnam~Bagna(NOUN,4);dcs:Bagne~Bagna(NOUN,3)
Badra	14	dcs:BadrA~BadrA(NOUN,79);dcs:BadrARi~Badra(NOUN,14);dcs:BadrAm~BadrA(NOUN,8);dcs:BadrAt~Badra(NOUN,7);dcs:BadrAya~Badra(NOUN,4)
Badraka	1	dcs:BadrakAH~Badraka(ADJ,1)
Baga	2	dcs:Baga~tad(PRON,1);dcs:Bago~Bago(INTJ,4)
Bagavant	11	dcs:BagavAn~Bagavat(ADJ,1600);dcs:BagavantaH~Bagavat(ADJ,19);dcs:BagavantaM~Bagavat(ADJ,58);dcs:Bagavantam~Bagavat(ADJ,136);dcs:Bagavat~Bagavat(ADJ,39)
Bagavat	3	dcs:Bagavan~Bagavant(NOUN,359);dcs:Bagavann~Bagavant(NOUN,15);dcs:BagavatI~BagavatI(NOUN,12)
Bagin	1	vidyut:BaginIByAm~BaginI(noun,6)
BaginI	1	dcs:BaginI~Bagin(ADJ,1)
Baj	8	dcs:Baja~Baja(NOUN,2);dcs:BajamAnaM~BajamAna(NOUN,6);dcs:BaktAm~Bakta(NOUN,2);dcs:BaktvA~BaYj(VERB,2);dcs:Bakzyanti~Bakz(VERB,1)
BajamAna	1	dcs:BajamAna~Baj(VERB,1)
Bakta	9	dcs:BaktA~Bakta(ADJ,6);dcs:BaktAH~Bakta(ADJ,5);dcs:BaktAn~Bakta(ADJ,2);dcs:Bakta~Baj(VERB,9);dcs:BaktaH~Bakta(ADJ,11)
Bakz	4	dcs:BakzyaH~Bakzya(NOUN,5);dcs:Bakzyam~Bakzya(NOUN,10);dcs:BakzyamARaH~Bakzay(VERB,3);dcs:Bakzyante~Bakzay(VERB,3)
Bakza	1	dcs:Bakza~Bakz(VERB,3)
Bakzay	3	dcs:Bakzayata~Bakzay(VERB,1);dcs:Bakzayati~Bakzayati(NOUN,1);dcs:BakzayitA~Bakzayitf(NOUN,4)
Bakzi	3	vidyut:BakzaRIya~Bakz(noun,2);vidyut:Bakzin~Bakz(noun,2);vidyut:BakzyantAm~Bakz(verb,1)
Bakzya	2	dcs:BakzyAn~Bakz(VERB,4);dcs:Bakzya~Bakz(VERB,20)
Bara	5	dcs:BarAt~Bf(VERB,1);dcs:BaraH~Bara(ADJ,1);dcs:Baram~Bara(ADJ,3);dcs:Bare~Bf(VERB,22);dcs:Baro~Bf(VERB,1)
Baras	1	dcs:Barase~Bf(VERB,1)
Barata	5	dcs:BaratA~Bf(VERB,7);dcs:Barata~Bf(VERB,20);dcs:BarataH~Bf(VERB,1);dcs:BarataM~Bf(VERB,1);dcs:Barate~Bf(VERB,14)
BaratafzaBa	5	vidyut:BaratarzaBAn~BaratarzaBa(noun,1);vidyut:BaratarzaBa~BaratarzaBa(noun,2);vidyut:BaratarzaBam~BaratarzaBa(noun,3);vidyut:BaratarzaBasya~BaratarzaBa(noun,2);vidyut:BaratarzaBe~BaratarzaBa(noun,9)
Barga	2	dcs:BargaH~Bargas(NOUN,10);dcs:Bargas~Bargas(NOUN,1)
BariBrat	1	dcs:BariBrat~BariBf(VERB,1)
Bartf	2	dcs:BartA~Bf(VERB,4);dcs:Bartf~Bartf(ADJ,1)
BartfvratA	1	vidyut:Bartfvrata~Bartfvrata(noun,2)
Barv	1	vidyut:Bar~Barvi(noun,7)
Bas	1	dcs:Basan~Basad(NOUN,1)
Basad	1	dcs:Basat~Bas(VERB,1)
Basman	1	dcs:BasmanA~Basman(ADJ,2)
Bava	3	dcs:BavaH~BU(VERB,1);dcs:Bavam~BU(VERB,29);dcs:Bave~BU(VERB,13)
Bavat	17	dcs:BavAn~Bava(NOUN,6);dcs:BavadBiH~BU(VERB,3);dcs:BavadBir~BU(VERB,2);dcs:BavadByAM~BU(VERB,1);dcs:BavantaH~BU(VERB,21)
BavatI	1	vidyut:BavatyAm~Bavat(noun,1)
Bavizya	2	dcs:BavizyARi~Bavizya(NOUN,1);dcs:Bavizya~Bavizya(NOUN,7)
Bavya	1	dcs:Bavyena~BU(VERB,1)
BayAnaka	4	dcs:BayAnakAH~BayAnaka(NOUN,3);dcs:BayAnaka~BayAnaka(ADJ,1);dcs:BayAnakaH~BayAnaka(NOUN,1);dcs:BayAnakam~BayAnaka(NOUN,3)
Baya	1	dcs:BayaH~aBaya(ADJ,2)
BayamAna	1	dcs:BayamAnaH~BI(VERB,1)
Bedaka	1	dcs:Bedaka~Bedaka(NOUN,1)
Bezaja	3	dcs:BezajA~Bezaja(ADJ,5);dcs:Bezaja~Bezaja(ADJ,2);dcs:BezajaM~Bezaja(ADJ,1)
Bf	4	dcs:BarA~Bara(NOUN,8);dcs:Bara~Bara(NOUN,86);vidyut:aBarizyat~BF(verb,1);vidyut:baBrARa~BraR(verb,2)
BfNga	1	dcs:BfNgA~BfNgA(NOUN,1)
BfSam	2	dcs:BfSaM~BfSa(ADJ,11);dcs:BfSam~BfSa(ADJ,29)
Bfmi	1	dcs:Bfmim~Bfmi(NOUN,1)
Bft	1	dcs:BftAm~Bf(VERB,4)
Bfti	1	dcs:Bfti~Bft(ADJ,4)
Bftya	2	dcs:Bftya~Bf(VERB,1);dcs:Bftye~Bf(VERB,1)
Bid	8	dcs:Bid~Bid(NOUN,5);dcs:Binad~Bid(VERB,3);dcs:Binna~Binna(ADJ,10);dcs:BinnaM~Binna(NOUN,1);dcs:Binne~Binna(NOUN,1)
Bikz	1	vidyut:Bikzita~Bikzi(noun,2)
Bizaj	1	dcs:Bizak~Bizaj(ADJ,1)
Boga	1	dcs:BogA~aBoga(ADJ,1)
Bogin	3	dcs:BogI~Bogin(NOUN,6);dcs:BoginaH~Bogin(NOUN,14);dcs:Boginam~Bogin(NOUN,1)
Boja	7	dcs:BojAH~Boja(ADJ,4);dcs:BojAn~Boja(ADJ,2);dcs:Boja~Boja(ADJ,1);dcs:BojaH~Boja(ADJ,2);dcs:Bojam~Boja(NOUN,5)
BojanIya	1	dcs:BojanIya~Buj(VERB,1)
Bojana	3	dcs:BojanA~Bojana(ADJ,1);dcs:Bojana~Bojana(ADJ,1);dcs:Bojanam~Bojana(ADJ,1)
Bojya	4	dcs:BojyAni~Buj(VERB,12);dcs:Bojya~Buj(VERB,35);dcs:BojyaM~Buj(VERB,20);dcs:Bojyam~Buj(VERB,16)
Boktf	4	dcs:BoktA~Boktf(ADJ,37);dcs:BoktAraH~Boktf(NOUN,5);dcs:BoktAraM~Boktf(NOUN,2);dcs:Boktf~Boktf(ADJ,19)
BrAS	1	vidyut:BrASyAni~BrASi(noun,3)
BrAj	4	dcs:BrAjase~BrAjas(NOUN,1);vidyut:BrAjas~BrAjas(noun,5);vidyut:BrAjas~BrAja(noun,2);vidyut:BrAjas~BrAji(noun,26)
BrAja	2	dcs:BrAja~BrAja(ADJ,7);dcs:BrAjo~BrAjas(NOUN,2)
BrAmarI	1	dcs:BrAmarI~BrAmarin(ADJ,2)
Brama	2	dcs:BramA~BramA(NOUN,1);dcs:Brama~Bram(VERB,1)
Buj	9	dcs:Bogya~Bogya(NOUN,10);dcs:BojyA~Bojya(NOUN,3);dcs:Buji~Buji(NOUN,1);dcs:BuktA~BuktA(NOUN,1);dcs:Bukta~Bukta(NOUN,28)
Buja	4	dcs:BujA~Buj(ADJ,11);dcs:BujaH~Buj(ADJ,34);dcs:Bujam~Buj(ADJ,4);dcs:Buje~Buj(VERB,14)
BujaMgamA	1	vidyut:BujaNgamAm~BujaMgama(noun,2)
BujaMgama	1	vidyut:BujaNgama~BujaMgamA(noun,3)
Buji	1	dcs:BujI~Bujin(ADJ,1)
BujizyA	2	dcs:BujizyA~Bujizya(ADJ,1);vidyut:BujizyAm~Bujizya(noun,2)
Bujyu	1	dcs:BujyuM~Bujyu(ADJ,2)
Bukta	1	dcs:Buktena~Buj(VERB,2)
Buvana	1	dcs:Buvanasya~idam(PRON,1)
CAga	1	dcs:CAga~CAga(ADJ,34)
CAgala	1	dcs:CAgalam~CAgala(NOUN,1)
CAyA	1	dcs:CAyayA~SAyay(VERB,2)
CAyi	1	vidyut:CAyaka~Co(noun,2)
Cad	4	dcs:Canna~Canna(ADJ,1);vidyut:CAdayAYcakrire~CAdi(verb,2);vidyut:CAdayetAm~CAdi(verb,2);vidyut:CAditavatI~CAdi(noun,4)
CalanA	1	vidyut:Calana~Calana(noun,2)
Calay	1	dcs:Calita~Calita(NOUN,1)
Cand	5	dcs:acCAn~acCa(ADJ,1);vidyut:Candita~Candi(noun,2);vidyut:Candya~Candi(noun,2);vidyut:CandyamAna~Candi(noun,2);vidyut:CandyatAm~Candi(verb,1)
Canda	1	dcs:CandataH~Candatas(ADV,4)
Candas	1	dcs:Canda~Canda(NOUN,43)
CandasyA	1	vidyut:CandasyAm~Candasya(noun,1)
Cardis	1	dcs:Cardir~Cardi(NOUN,8)
Cedana	1	dcs:Cedanam~Cedana(ADJ,3)
Cedin	1	dcs:Cedi~Cid(VERB,5)
Cedya	1	dcs:Cedya~Cid(VERB,8)
Cid	6	dcs:CinnA~CinnA(NOUN,11);dcs:Cinna~Cinna(NOUN,2);dcs:CinnaH~Cinna(NOUN,3);dcs:CinnaM~Cinna(NOUN,3);dcs:Cinnam~Cinna(NOUN,4)
Cidra	3	dcs:CidrA~Cidra(ADJ,5);dcs:Cidra~Cidra(ADJ,10);dcs:Cidram~Cidra(ADJ,4)
DA	7	dcs:DA~DA(ADJ,7);dcs:DAH~DA(VERB,61);dcs:DAyy~DA(VERB,1);dcs:DItam~DI(VERB,3);dcs:Dizva~Dizva(NOUN,1)
DAman	1	dcs:DAma~DA(VERB,1)
DAnA	2	dcs:DAnA~DAna(ADJ,1);dcs:DAnAH~DAna(ADJ,1)
DAna	1	dcs:DAnam~DAna(ADJ,5)
DAnya	2	dcs:DAnya~DAnya(ADJ,1);dcs:DAnyam~DAnya(ADJ,1)
DArA	2	dcs:DAram~DAra(ADJ,4);dcs:DArayA~DAray(VERB,15)
DAra	1	dcs:DAra~DArA(NOUN,2)
DAraRa	3	dcs:DAraRa~DAraRa(ADJ,1);dcs:DAraRaH~DAraRa(NOUN,3);dcs:DAraRam~DAraRa(ADJ,9)
DAray	2	dcs:DArayati~DArayati(NOUN,1);dcs:DArya~Df(VERB,2)
DArin	2	dcs:DAri~DAri(NOUN,2);dcs:DAriRI~DAriRI(NOUN,9)
DArtarAzwra	5	dcs:DArtarAzwra~DArtarAzwra(ADJ,1);dcs:DArtarAzwraM~DArtarAzwra(ADJ,3);dcs:DArtarAzwram~DArtarAzwra(ADJ,1);dcs:DArtarAzwre~DArtarAzwra(ADJ,3);dcs:DArtarAzwrezu~DArtarAzwra(ADJ,2)
DAtf	2	dcs:DAtA~DA(VERB,2);dcs:DAtur~DAtu(NOUN,19)
DAtrI	1	vidyut:DAtryAm~DAtri(noun,1)
DAtu	2	dcs:DAtu~DA(VERB,7);dcs:DAtum~DA(VERB,2)
DAyas	2	dcs:DAyasA~DAyas(NOUN,2);dcs:DAyase~DAyas(ADJ,2)
DImat	1	dcs:DImAn~DImant(NOUN,3)
DIra	4	dcs:DIrA~DIrA(NOUN,6);dcs:DIra~DIra(NOUN,2);dcs:DIraM~DIra(NOUN,3);dcs:DIro~DIra(NOUN,3)
DIti	1	dcs:DItI~aDItin(ADJ,2)
DU	6	dcs:Duta~Duta(ADJ,3);vidyut:DUyamAnam~Du(noun,3);vidyut:Davati~DU(verb,1);vidyut:DavyA~Du(noun,1);vidyut:Davya~Du(noun,2)
DUmra	3	dcs:DUmrA~DUmrA(NOUN,2);dcs:DUmra~DUmra(NOUN,7);dcs:DUmraH~DUmra(NOUN,6)
DUmravarRa	1	vidyut:DUmravarRa~DUmravarRA(noun,3)
DUpAyi	1	vidyut:DUp~DUpAya(noun,14)
DUrta	4	dcs:DUrtA~DUrta(NOUN,5);dcs:DUrta~DUrta(ADJ,5);dcs:DUrtaH~DUrta(ADJ,2);dcs:DUrto~DUrta(ADJ,2)
DUrv	1	dcs:DUrvantam~DUrvat(ADJ,1)
DUsara	1	dcs:DUsara~DUsara(NOUN,1)
DUtapApA	1	vidyut:DUtapApa~DUtapApa(noun,2)
Da	1	vidyut:Dam~DA(noun,2)
Dam	1	dcs:Dama~aDama(ADJ,2)
DanaMjaya	3	dcs:DanaMjayo~DanaMjaya(ADJ,2);dcs:DanaYjaya~DanaMjaya(ADJ,1);dcs:DanaYjayaH~DanaMjaya(ADJ,2)
DaneSa	1	vidyut:DaneSam~DaneS(noun,2)
Danika	1	dcs:Danika~Danika(ADJ,1)
DanizWA	1	dcs:DanizWA~DanizWa(ADJ,1)
Danu	2	dcs:DanoH~DanU(NOUN,1);dcs:Danum~DanU(NOUN,1)
DanuzkowI	1	vidyut:Danuzkowi~Danuzkowi(noun,3)
Danvan	2	dcs:DanvA~Danv(VERB,5);dcs:Danva~Danv(VERB,7)
Danvin	6	dcs:DanvI~Danvin(NOUN,11);dcs:DanviBiH~Danvin(NOUN,1);dcs:DanvinA~Danvin(NOUN,1);dcs:DanvinAm~Danvin(NOUN,5);dcs:DanvinaH~Danvin(NOUN,2)
Danya	2	dcs:DanyA~DanyA(NOUN,3);dcs:DanyAH~Danya(NOUN,2)
DarA	2	dcs:DarA~Dara(ADJ,42);dcs:DarAyAm~Dara(ADJ,1)
Dara	6	dcs:DarAH~aDara(NOUN,1);dcs:DarAm~DarA(NOUN,16);dcs:Dara~Dara(NOUN,5);dcs:DaraH~Dara(NOUN,9);dcs:Darasya~Dara(NOUN,6)
DaraRI	1	dcs:DaraRI~DaraRa(ADJ,3)
DaraRi	1	dcs:DaraRim~DaraRI(NOUN,2)
DarmArTa	1	vidyut:DarmArTam~DarmArTam(ind,1)
Darma	6	dcs:DarmA~Darman(NOUN,78);dcs:DarmARi~Darman(NOUN,8);dcs:DarmaBiH~Darman(NOUN,5);dcs:DarmataH~Darmatas(ADV,8);dcs:Darmatas~Darmatas(ADV,4)
DarmaBft	1	vidyut:DarmaBftAm~DarmaBfta(noun,1)
DarmacArin	2	vidyut:DarmacAriRi~DarmacAriRI(noun,5);vidyut:DarmacAriRyAm~DarmacAriRI(noun,2)
DarmajYa	1	vidyut:DarmajYAnAm~DarmajYAna(noun,1)
Darmaka	1	dcs:Darmaka~Darmaka(NOUN,1)
Darmin	1	dcs:DarmI~Darmin(NOUN,1)
Dartf	2	dcs:DartA~Df(VERB,5);dcs:DartArA~Dartf(ADJ,1)
DaruRa	6	dcs:DaruRa~DaruRa(NOUN,1);dcs:DaruRaH~DaruRa(NOUN,1);dcs:DaruRaM~DaruRa(ADJ,7);dcs:DaruRam~DaruRa(ADJ,5);dcs:DaruRe~DaruRa(ADJ,3)
Darzi	1	vidyut:Darzayata~Dfz(verb,1)
Davala	2	dcs:Davala~Davala(NOUN,1);dcs:DavalaH~Davala(NOUN,5)
De	1	vidyut:daDATa~DA(verb,1)
Denu	1	dcs:Denu~Denu(ADJ,1)
Denumat	1	dcs:DenumatI~DenumatI(NOUN,1)
Df	4	dcs:DftA~Dft(ADJ,2);dcs:DftaH~Dft(ADJ,29);dcs:Dftam~Dft(ADJ,6);dcs:daDra~DA(VERB,2)
Dftavrata	1	dcs:DftavrataH~Dftavrata(ADJ,1)
Dfti	1	dcs:DftiH~aDfti(ADJ,1)
Dftimat	4	dcs:DftimAn~Dftimant(NOUN,5);dcs:Dftimat~Dftimant(NOUN,2);dcs:DftimataH~Dftimant(NOUN,1);vidyut:DftimatI~DftimatI(noun,8)
Dfz	4	dcs:DfzatA~Dfzat(ADJ,10);dcs:Dfzwa~Dfzwa(NOUN,2);dcs:Dfzwam~Dfzwa(ADJ,5);vidyut:daDfza~daDfza(noun,2)
DfzRu	2	dcs:DfzRo~DfzRa(NOUN,1);dcs:DfzRuS~DfzRu(NOUN,1)
Dfzat	1	dcs:Dfzat~Dfz(VERB,7)
Dfzwi	1	dcs:DfzwiH~Dfzwi(ADJ,1)
Dikkfta	1	dcs:Dikkftasya~Dikkfta(NOUN,1)
DizRya	2	dcs:DizRyA~DizRya(NOUN,3);dcs:DizRyam~DizRya(ADJ,1)
DizaRA	1	dcs:DizaRA~DizaRa(ADJ,1)
DizaRa	3	dcs:DizaRa~DizaRa(ADJ,1);dcs:DizaRam~DizaRa(NOUN,1);vidyut:DizaRAyAs~DizaRA(noun,4)
DrAji	2	vidyut:DrAji~DrAj(noun,3);vidyut:DrAji~Draj(noun,3)
DruvA	4	dcs:DruvAM~Druva(ADJ,10);dcs:DruvAm~Druva(ADJ,10);dcs:DruvAyA~Druva(ADJ,3);dcs:DruvAyAm~Druva(ADJ,5)
Druva	10	dcs:DruvA~DruvA(NOUN,50);dcs:DruvAyAM~DruvA(NOUN,7);dcs:DruvAya~Druva(ADJ,8);dcs:Druva~Druva(NOUN,50);dcs:DruvaH~Druva(ADJ,47)
Druvam	2	dcs:DruvaM~Druva(ADJ,82);dcs:Druvam~Druva(ADJ,136)
DunI	1	dcs:DunI~Duni(ADJ,1)
Duni	2	dcs:DuniH~Duni(NOUN,1);dcs:Dunim~DunI(NOUN,2)
Dur	1	dcs:Dura~Dura(NOUN,1)
Durya	1	dcs:DuryaM~Durya(ADJ,2)
DvAni	5	vidyut:Dvan~Dvani(noun,14);vidyut:Dvan~DvaYj(noun,7);vidyut:Dvan~DvaYji(noun,7);vidyut:Dvan~DvaMsi(noun,7);vidyut:Dvan~DvaMs(noun,4)
DvAnta	2	dcs:DvAnta~DvAnta(ADJ,4);dcs:DvAntaM~DvAnta(ADJ,3)
DvaMsa	1	dcs:DvaMsa~DvaMs(VERB,3)
DvaMsana	1	dcs:DvaMsana~DvaMsana(NOUN,2)
DvajinI	1	dcs:DvajinIm~Dvajin(ADJ,1)
DyA	1	dcs:daDyuH~DA(VERB,3)
DyAtf	1	dcs:DyAtA~DyA(VERB,5)
F	4	vidyut:ras~ra(noun,3);vidyut:ras~rasi(noun,14);vidyut:ras~ray(noun,12);vidyut:ras~ras(noun,7)
GAsi	1	vidyut:GAsi~Gas(noun,3)
GAtanI	1	vidyut:GAtanI~GAti(noun,1)
Ga	1	dcs:Ga~Ga(NOUN,11)
GaRwAravA	1	vidyut:GaRwArava~GaRwArava(noun,2)
GanAGana	1	dcs:GanAGanaH~GanAGana(NOUN,1)
Gana	8	dcs:GanA~Gana(ADJ,20);dcs:GanAH~Gana(ADJ,14);dcs:GanAn~Gana(ADJ,2);dcs:Gana~Gana(ADJ,182);dcs:GanaH~Gana(ADJ,25)
Gas	1	dcs:akzan~akzi(NOUN,5)
Gaw	1	vidyut:Gawitavat~GAwi(noun,3)
Gawa	1	dcs:Gawe~Gaw(VERB,1)
Gawaka	1	dcs:Gawaka~Gawaka(NOUN,1)
Gawwi	4	vidyut:Gaw~Gaw(noun,14);vidyut:Gaw~Gaz(noun,7);vidyut:Gaw~Gaww(noun,7);vidyut:Gaw~GAwi(noun,7)
GfRA	2	vidyut:GfRa~GfRa(noun,2);vidyut:GfRa~GfR(noun,2)
GfRa	1	dcs:GfRe~GfRA(NOUN,2)
GfRi	2	dcs:GfRiH~GfRi(NOUN,1);vidyut:GfRinA~GfRin(noun,4)
GfRin	1	dcs:GfRi~GfRi(NOUN,2)
GftAYc	1	dcs:GftAcIH~GftAcI(NOUN,2)
GftAcI	3	dcs:GftAcI~GftAYc(ADJ,21);dcs:GftAcIm~GftAYc(ADJ,3);dcs:GftAcyA~GftAYc(ADJ,2)
Gfta	1	dcs:GftaM~Gf(VERB,1)
Gftavat	1	dcs:GftavatI~GftavatI(NOUN,1)
Gora	10	dcs:GorA~GorA(NOUN,3);dcs:GorAt~Gora(NOUN,2);dcs:Gora~Gora(NOUN,9);dcs:GoraH~Gora(NOUN,2);dcs:GoraM~Gora(NOUN,5)
GorarUpA	2	vidyut:GorarUpA~GorarUpa(noun,2);vidyut:GorarUpAm~GorarUpa(noun,2)
GorarUpa	4	vidyut:GorarUpARAm~GorarUpA(noun,2);vidyut:GorarUpAn~GorarUpA(noun,1);vidyut:GorarUpa~GorarUpA(noun,3);vidyut:GorarUpe~GorarUpA(noun,14)
Goza	3	dcs:GozA~GozA(NOUN,8);dcs:GozAn~Guz(VERB,1);dcs:GozAt~Guz(VERB,1)
Gozi	1	vidyut:Gozaya~Guz(verb,1)
GrAtf	1	dcs:GrAtA~GrA(VERB,1)
Guz	1	vidyut:Gozin~Gozi(noun,4)
I	3	dcs:I~I(NOUN,3);dcs:iyAno~i(VERB,1);vidyut:IyamAna~i(noun,6)
IS	4	dcs:ISAnA~ISAnA(NOUN,2);dcs:ISe~ISa(NOUN,18);dcs:Ikze~Ikz(VERB,2);vidyut:ISanI~ISi(noun,1)
ISA	1	dcs:ISA~ISa(ADJ,2)
ISAna	6	dcs:ISAnAH~IS(VERB,4);dcs:ISAna~IS(VERB,7);dcs:ISAnaH~IS(VERB,27);dcs:ISAnaM~IS(VERB,22);dcs:ISAnam~IS(VERB,17)
ISa	3	dcs:ISAH~ISa(ADJ,1);dcs:ISa~IS(VERB,2);dcs:ISaH~ISa(ADJ,10)
ISitA	2	vidyut:ISita~IS(noun,2);vidyut:ISita~ISi(noun,2)
ISvara	7	dcs:ISvarAH~ISvara(ADJ,9);dcs:ISvara~ISvara(ADJ,5);dcs:ISvaraH~ISvara(ADJ,56);dcs:ISvaraM~ISvara(ADJ,6);dcs:ISvaram~ISvara(ADJ,7)
Ihita	1	dcs:Ihita~Ih(VERB,2)
Ikz	1	dcs:Ikzita~Ikzita(NOUN,1)
Ipsay	3	dcs:Ipsita~Ipsita(NOUN,6);dcs:Ipsitam~Ipsita(NOUN,17);dcs:Ipsitena~Ipsita(NOUN,1)
Iq	3	dcs:IqitA~Iqitf(ADJ,2);dcs:Iqya~tad(PRON,1);dcs:IqyaH~Iqya(NOUN,1)
Iqa	1	dcs:Iqa~Iq(VERB,1)
Ir	4	vidyut:Ir~Iri(noun,14);vidyut:Ir~F(noun,7);vidyut:IryamARa~Iri(noun,4);vidyut:IryamARa~F(noun,2)
Iz	5	vidyut:IzitA~Iz(verb,4);vidyut:IzitA~Izi(noun,2);vidyut:IzitA~Izi(verb,2);vidyut:Izita~Izi(noun,4);vidyut:Izitam~Izi(noun,6)
IzA	1	dcs:Ize~iz(VERB,6)
Jawiti	1	dcs:Jawiti~Jawiti(NOUN,3)
Jillin	1	dcs:JillI~JillI(NOUN,2)
KA	1	dcs:KAm~Ka(NOUN,1)
KAd	1	dcs:KAda~KAda(NOUN,1)
KAdi	7	dcs:KAdizu~KAdin(ADJ,1);vidyut:KAdayanti~KAdi(verb,2);vidyut:KAde~KAda(noun,9);vidyut:KAde~KAd(noun,42);vidyut:KAde~Kad(noun,9)
KAta	1	dcs:KAta~Kan(VERB,3)
Ka	1	dcs:KaM~KaM(ADV,17)
KaRq	4	vidyut:KaRqyamAne~KaRqi(noun,18);vidyut:Kan~KaRqi(noun,14);vidyut:Kan~KaYj(noun,7);vidyut:Kan~KaYji(noun,7)
KaRqa	1	dcs:KaRqa~KaRqa(ADJ,18)
KaRqana	1	dcs:KaRqane~KaRqana(NOUN,1)
KaRqi	1	vidyut:KaRqayitum~KaRq(ind,1)
Kac	1	dcs:Kacita~Kacita(ADJ,4)
Kala	1	dcs:Kala~Kal(VERB,2)
Kan	2	dcs:Kana~Kana(NOUN,3);vidyut:KanatAm~Kan(verb,2)
Kani	1	vidyut:KanI~KanI(noun,8)
Kanitf	1	dcs:KanitA~Kanitf(NOUN,1)
KaqgahastA	1	vidyut:Kaqgahasta~Kaqgahasta(noun,2)
Kaqgin	1	dcs:KaqgI~Kaqgin(NOUN,6)
Kara	7	dcs:KarAH~Kara(NOUN,3);dcs:Kara~Kara(ADJ,138);dcs:KaraH~Kara(ADJ,18);dcs:KaraM~Kara(ADJ,21);dcs:Karam~Kara(ADJ,13)
Karv	1	vidyut:Karvita~Karvi(noun,2)
Karva	1	dcs:Karva~Karva(ADJ,4)
KawakA	2	vidyut:Kawaka~Kawaka(noun,2);vidyut:Kawaka~Kaw(noun,2)
KawvANgin	1	dcs:KawvANgI~KawvANgI(NOUN,3)
Kecara	4	dcs:KecarAH~Kecara(ADJ,4);dcs:Kecara~Kecara(ADJ,2);dcs:KecaraH~Kecara(ADJ,1);dcs:KecaraM~Kecara(ADJ,3)
Kela	1	dcs:Kelam~KelA(NOUN,1)
KyA	3	dcs:KyAtaM~KyAta(ADJ,2);vidyut:KyAtAm~KyA(verb,1);vidyut:aKyatam~cakz(verb,1)
KyAti	1	dcs:KyAti~KyA(VERB,4)
Kya	1	dcs:Kya~KyA(VERB,1)
O	5	vidyut:Avas~o(noun,4);vidyut:Avas~av(verb,1);vidyut:Avas~Avi(noun,4);vidyut:Avas~av(noun,1);vidyut:Avas~AvA(noun,1)
PAla	1	dcs:PAla~PAla(ADJ,1)
PAlgunI	1	vidyut:PAlguni~PAlguni(noun,3)
Pala	4	dcs:PalAni~paYcan(NUM,1);dcs:Pala~aPala(ADJ,1);dcs:PalaM~aPala(ADJ,3);dcs:Palam~aPala(ADJ,1)
Palavat	1	dcs:PalavatIm~PalavatI(NOUN,1)
Palgu	1	dcs:Palgu~Palgu(NOUN,14)
PalgunI	1	dcs:PalgunI~Palguna(ADJ,1)
Palguna	1	dcs:Palgunam~Palguna(ADJ,1)
Palin	1	dcs:PalI~PalI(NOUN,2)
PalinI	1	dcs:PalinI~Palin(ADJ,2)
Palina	1	vidyut:Palinam~Palin(noun,2)
Palita	2	vidyut:PalitAs~PalitA(noun,5);vidyut:PalitAs~Pal(noun,5)
Pulla	1	dcs:PullaM~Pulla(NOUN,1)
SA	3	dcs:SAta~SAta(NOUN,2);dcs:Sita~Sita(ADJ,1);dcs:Sitena~Sita(ADJ,1)
SAMtanava	1	vidyut:SAntanave~SAMtanu(noun,2)
SARI	1	dcs:SARI~SARa(ADJ,4)
SARa	1	dcs:SARa~SARa(ADJ,15)
SASvata	7	dcs:SASvatAya~SASvata(NOUN,1);dcs:SASvatI~SASvatI(NOUN,2);dcs:SASvata~SASvata(NOUN,1);dcs:SASvataH~SASvata(NOUN,1);dcs:SASvataM~SASvata(NOUN,1)
SAdvala	1	dcs:SAdvale~SAdvala(ADJ,1)
SAki	3	vidyut:SAkti~SAK(noun,6);vidyut:SAkti~SAKi(noun,6);vidyut:SAkti~SAci(noun,6)
SAkin	1	dcs:SAkine~SAkina(ADJ,1)
SAli	1	dcs:SAli~SAlin(ADJ,9)
SAlika	1	vidyut:SAlika~SAlikA(noun,3)
